112,"00-10-31:00:00",7,"Customer",0,"Other"
113,"00-10-31:00:00",2,"Customer",0,"EFAP"
114,"00-10-31:00:00",31,"Customer",0,"Other"
115,"00-10-31:00:00",27,"Customer",0,"EFAP"
116,"00-11-01:00:00",1,"Customer",0,"EFAP"
117,"00-11-01:00:00",1,"Customer",0.27,"EFAP FB"
118,"00-11-01:00:00",1,"Customer",0.26,"EFAP FB"
119,"00-10-17:00:00",42,"Customer",0,"Other"
120,"00-01-04:00:00",32,"BMAC",0,"EFAP"
121,"00-01-04:00:00",24,"BMAC",0,"EFAP"
122,"00-11-03:00:00",29,"Customer",0.15,"Other"
123,"00-11-08:00:00",1,"BMAC",0,"EFAP"
124,"00-11-08:00:00",27,"BMAC",0,"EFAP"
125,"00-11-08:00:00",2,"BMAC",0,"EFAP"
126,"00-11-08:00:00",3,"BMAC",0,"EFAP"
127,"00-11-08:00:00",1,"Customer",0.21,"EFAP FB"
128,"00-11-08:00:00",1,"Customer",0,"EFAP"
129,"00-11-13:00:00",2,"Customer",0.21,"EFAP FB"
130,"00-11-13:00:00",2,"Customer",0.26,"EFAP FB"
131,"00-11-13:00:00",2,"Customer",0.27,"EFAP FB"
132,"00-11-15:00:00",33,"BMAC",0,"TEFAP"
133,"00-11-15:00:00",25,"BMAC",0,"TEFAP"
134,"00-11-15:00:00",25,"BMAC",0,"EFAP"
135,"00-11-15:00:00",33,"BMAC",0,"EFAP"
137,"00-11-15:00:00",33,"BMAC",0.29,"EFAP FB"
138,"00-11-16:00:00",8,"Customer",0.15,"Other"
139,"00-01-26:00:00",25,"BMAC",0.21,"EFAP FB"
140,"00-12-03:00:00",25,"BMAC",0.26,"EFAP FB"
141,"00-12-03:00:00",25,"BMAC",0.27,"EFAP FB"
142,"00-12-03:00:00",25,"BMAC",0,"EFAP"
143,"00-12-06:00:00",25,"BMAC",0,"TEFAP"
144,"00-11-17:00:00",7,"Customer",0,"TEFAP"
145,"00-11-17:00:00",7,"Customer",0,"Other"
146,"00-11-17:00:00",42,"Customer",0,"Other"
147,"00-11-22:00:00",27,"BMAC",0,"EFAP"
148,"00-11-22:00:00",1,"BMAC",0,"EFAP"
149,"00-11-22:00:00",2,"BMAC",0,"EFAP"
150,"00-11-22:00:00",3,"BMAC",0.21,"EFAP FB"
151,"00-11-22:00:00",27,"BMAC",0.21,"EFAP FB"
152,"00-11-22:00:00",27,"BMAC",0.26,"EFAP FB"
153,"00-11-22:00:00",1,"BMAC",0.21,"EFAP FB"
154,"00-11-22:00:00",1,"BMAC",0.26,"EFAP FB"
155,"00-11-21:00:00",27,"Customer",0,"EFAP"
156,"00-11-21:00:00",31,"Customer",0,"Other"
157,"00-11-21:00:00",31,"Customer",0,"Other"
159,"00-11-27:00:00",45,"Customer",0,"Other"
160,"00-11-28:00:00",3,"BMAC",0,"TEFAP"
161,"00-11-28:00:00",1,"BMAC",0,"TEFAP"
162,"00-11-28:00:00",2,"BMAC",0,"TEFAP"
163,"00-11-28:00:00",27,"BMAC",0,"TEFAP"
164,"00-11-27:00:00",27,"BMAC",0.15,"EFAP"
165,"00-11-27:00:00",2,"BMAC",0.15,"EFAP"
166,"00-11-21:00:00",29,"BMAC",0,"EFAP"
167,"00-11-27:00:00",1,"BMAC",0,"EFAP"
168,"00-11-28:00:00",7,"Customer",0,"TEFAP"
169,"00-01-26:00:00",46,"Customer",0,"TEFAP"
170,"00-12-05:00:00",32,"BMAC",0,"TEFAP"
171,"00-12-05:00:00",24,"BMAC",0,"TEFAP"
172,"00-12-05:00:00",32,"BMAC",0,"EFAP"
173,"00-12-05:00:00",24,"BMAC",0,"EFAP"
174,"00-12-05:00:00",32,"BMAC",0.27,"EFAP FB"
175,"00-12-05:00:00",31,"Customer",0,"Other"
176,"00-12-05:00:00",32,"Customer",0,"Other"
177,"00-12-05:00:00",1,"BMAC",0,"EFAP"
178,"00-12-05:00:00",2,"Customer",0,"EFAP"
179,"00-12-05:00:00",27,"Customer",0,"EFAP"
180,"00-12-08:00:00",1,"Customer",0,"EFAP"
181,"00-12-08:00:00",1,"Customer",0.21,"EFAP FB"
182,"00-12-08:00:00",1,"Customer",0.26,"EFAP FB"
183,"00-12-13:00:00",1,"BMAC",0,"EFAP"
184,"00-12-13:00:00",2,"BMAC",0,"EFAP"
185,"00-12-18:00:00",33,"BMAC",0,"EFAP"
186,"00-12-18:00:00",33,"BMAC",0,"TEFAP"
187,"00-12-18:00:00",25,"BMAC",0,"EFAP"
188,"00-12-18:00:00",25,"BMAC",0,"TEFAP"
189,"00-12-19:00:00",45,"Customer",0,"Other"
190,"00-12-19:00:00",1,"Customer",0.26,"EFAP FB"
191,"00-12-19:00:00",1,"Customer",0.21,"EFAP FB"
192,"00-12-19:00:00",1,"Customer",0.27,"EFAP FB"
193,"00-12-19:00:00",1,"Customer",0,"EFAP"
194,"00-12-19:00:00",42,"Customer",0,"Other"
195,"00-12-19:00:00",31,"Customer",0,"Other"
196,"00-12-20:00:00",45,"Customer",0,"Other"
197,"00-12-28:00:00",3,"BMAC",0,"TEFAP"
198,"00-12-28:00:00",1,"BMAC",0,"TEFAP"
199,"00-12-28:00:00",2,"BMAC",0,"EFAP"
200,"00-12-28:00:00",1,"BMAC",0,"EFAP"
201,"00-12-28:00:00",2,"BMAC",0,"EFAP"
202,"00-12-28:00:00",3,"BMAC",0,"EFAP"
203,"00-12-28:00:00",3,"Customer",0,"EFAP"
204,"00-01-02:00:00",46,"Customer",0,"TEFAP"
205,"00-01-03:00:00",32,"BMAC",0,"TEFAP"
206,"01-01-03:00:00",24,"BMAC",0,"TEFAP"
207,"01-02-05:00:00",32,"BMAC",0,"TEFAP"
208,"01-01-03:00:00",32,"Customer",0,"EFAP"
209,"01-01-03:00:00",24,"BMAC",0,"EFAP"
210,"00-12-29:00:00",1,"BMAC",0.27,"EFAP FB"
211,"00-12-29:00:00",1,"BMAC",0.21,"EFAP FB"
212,"00-12-29:00:00",1,"BMAC",0.26,"EFAP FB"
213,"01-01-02:00:00",31,"Customer",0,"Other"
214,"01-01-02:00:00",2,"Customer",0,"EFAP"
215,"01-01-02:00:00",46,"Customer",0,"Other"
216,"01-01-04:00:00",27,"Customer",0,"TEFAP"
217,"01-01-09:00:00",40,"BMAC",0,"Other"
218,"01-01-09:00:00",3,"BMAC",0,"EFAP"
219,"01-01-09:00:00",27,"BMAC",0,"EFAP"
220,"01-01-09:00:00",1,"BMAC",0,"EFAP"
221,"01-01-09:00:00",2,"BMAC",0,"EFAP"
222,"01-01-09:00:00",7,"Customer",0,"TEFAP"
223,"01-01-09:00:00",31,"Customer",0,"Other"
224,"01-01-09:00:00",7,"Customer",0,"Other"
225,"01-01-09:00:00",40,"BMAC",0,"Other"
226,"01-01-16:00:00",33,"BMAC",0,"EFAP"
228,"01-01-16:00:00",33,"BMAC",0,"TEFAP"
229,"01-01-16:00:00",24,"BMAC",0,"TEFAP"
230,"01-01-16:00:00",25,"BMAC",0,"EFAP"
231,"01-01-17:00:00",31,"Customer",0,"Other"
232,"01-01-17:00:00",2,"Customer",0,"EFAP"
233,"01-01-17:00:00",45,"Customer",0,"Other"
234,"01-01-22:00:00",33,"Customer",0.21,"EFAP FB"
235,"01-01-22:00:00",33,"Customer",0.27,"EFAP FB"
236,"01-01-24:00:00",1,"BMAC",0,"EFAP"
237,"01-01-24:00:00",1,"BMAC",0.27,"EFAP FB"
238,"01-01-24:00:00",2,"BMAC",0,"EFAP"
239,"01-01-24:00:00",27,"BMAC",0,"EFAP"
240,"01-01-24:00:00",3,"BMAC",0,"EFAP"
241,"01-01-23:00:00",45,"Customer",0,"Other"
242,"01-01-23:00:00",31,"Customer",0,"Other"
243,"01-01-23:00:00",27,"BMAC",0.21,"EFAP FB"
244,"01-01-23:00:00",27,"BMAC",0.27,"EFAP FB"
245,"01-01-24:00:00",27,"BMAC",0,"Other"
247,"01-01-24:00:00",27,"BMAC",0,"EFAP"
248,"01-01-24:00:00",27,"BMAC",0,"EFAP"
249,"01-01-24:00:00",2,"BMAC",0,"EFAP"
250,"01-01-24:00:00",1,"BMAC",0,"EFAP"
251,"01-01-24:00:00",3,"BMAC",0,"EFAP"
253,"01-01-31:00:00",3,"BMAC",0,"TEFAP"
254,"01-01-31:00:00",1,"BMAC",0,"TEFAP"
255,"01-01-31:00:00",27,"BMAC",0,"TEFAP"
256,"01-01-31:00:00",2,"BMAC",0,"TEFAP"
257,"01-01-30:00:00",46,"Customer",0,"TEFAP"
258,"01-01-31:00:00",1,"BMAC",0,"EFAP"
259,"01-01-30:00:00",2,"BMAC",0,"EFAP"
260,"01-01-30:00:00",27,"BMAC",0,"EFAP"
261,"01-01-31:00:00",33,"Customer",0,"TEFAP"
262,"01-01-31:00:00",33,"Customer",0,"EFAP"
263,"01-02-01:00:00",29,"Customer",0.18,"Other"
264,"01-02-01:00:00",29,"Customer",0,"Other"
265,"01-02-02:00:00",2,"Customer",0.26,"EFAP FB"
266,"01-02-05:00:00",32,"BMAC",0,"EFAP"
267,"01-02-05:00:00",24,"BMAC",0,"EFAP"
270,"01-02-05:00:00",24,"BMAC",0,"TEFAP"
271,"01-02-21:00:00",33,"BMAC",0,"TEFAP"
273,"01-02-09:00:00",46,"Customer",0,"Other"
274,"01-02-12:00:00",33,"Customer",0,"EFAP"
277,"01-01-14:00:00",2,"BMAC",0,"EFAP"
278,"01-02-14:00:00",1,"BMAC",0,"EFAP"
279,"01-02-14:00:00",3,"BMAC",0,"EFAP"
280,"01-02-14:00:00",27,"BMAC",0,"EFAP"
281,"01-02-13:00:00",27,"BMAC",0,"EFAP"
282,"01-02-13:00:00",27,"BMAC",0.21,"EFAP FB"
283,"01-02-13:00:00",27,"BMAC",0.26,"EFAP FB"
284,"01-02-13:00:00",31,"BMAC",0,"Other"
286,"01-02-13:00:00",30,"BMAC",0,"Other"
287,"01-02-14:00:00",1,"Customer",0.26,"EFAP FB"
288,"01-02-14:00:00",43,"Customer",0,"Other"
289,"00-07-27:00:00",8,"Customer",0,"Other"
291,"00-08-02:00:00",47,"Customer",0,"Other"
292,"01-02-14:00:00",36,"Customer",0,"Other"
293,"00-07-25:00:00",7,"Customer",0,"Other"
294,"00-07-25:00:00",7,"Customer",0,"Other"
295,"00-07-25:00:00",30,"Customer",0,"Other"
296,"00-07-25:00:00",42,"Customer",0,"Other"
297,"00-07-25:00:00",7,"Customer",0,"Other"
298,"00-07-27:00:00",31,"Customer",0,"Other"
299,"00-07-27:00:00",7,"Customer",0,"Other"
301,"00-07-02:00:00",48,"Customer",0,"Other"
302,"00-07-17:00:00",27,"BMAC",0,"EFAP"
303,"00-07-17:00:00",27,"BMAC",0,"EFAP"
304,"01-02-15:00:00",8,"Customer",0.18,"Other"
305,"00-07-27:00:00",27,"BMAC",0,"EFAP"
306,"00-07-17:00:00",3,"BMAC",0,"EFAP"
307,"00-07-17:00:00",1,"BMAC",0,"EFAP"
308,"00-07-17:00:00",2,"BMAC",0,"EFAP"
309,"00-07-27:00:00",2,"BMAC",0,"EFAP"
310,"00-07-19:00:00",32,"BMAC",0,"EFAP"
311,"00-07-19:00:00",24,"BMAC",0,"EFAP"
312,"00-07-10:00:00",25,"BMAC",0,"EFAP"
313,"00-07-10:00:00",33,"BMAC",0,"EFAP"
314,"01-02-21:00:00",33,"BMAC",0,"EFAP"
315,"01-02-21:00:00",25,"BMAC",0,"EFAP"
316,"01-02-21:00:00",25,"BMAC",0,"TEFAP"
317,"01-02-20:00:00",33,"Customer",0.26,"EFAP FB"
318,"01-02-20:00:00",31,"Customer",0,"Other"
319,"01-02-20:00:00",33,"BMAC",0.26,"EFAP FB"
320,"00-08-29:00:00",2,"Customer",0,"EFAP"
321,"00-08-09:00:00",2,"BMAC",0,"EFAP"
322,"00-08-23:00:00",2,"Customer",0,"EFAP"
323,"00-08-23:00:00",2,"BMAC",0,"EFAP"
324,"00-08-23:00:00",27,"BMAC",0,"EFAP"
325,"00-08-09:00:00",27,"BMAC",0,"EFAP"
326,"00-08-29:00:00",27,"BMAC",0,"EFAP"
327,"01-02-22:00:00",27,"Customer",0,"EFAP"
328,"01-02-23:00:00",2,"Customer",0,"EFAP"
329,"01-02-28:00:00",3,"BMAC",0,"TEFAP"
330,"01-02-28:00:00",3,"BMAC",0,"EFAP"
331,"01-02-28:00:00",3,"BMAC",0.21,"EFAP FB"
332,"01-02-28:00:00",1,"BMAC",0,"TEFAP"
333,"01-02-28:00:00",27,"BMAC",0,"TEFAP"
334,"01-02-28:00:00",2,"BMAC",0,"TEFAP"
335,"01-02-28:00:00",27,"BMAC",0,"EFAP"
336,"01-02-28:00:00",27,"BMAC",0.21,"EFAP FB"
337,"01-02-28:00:00",27,"BMAC",0.26,"EFAP FB"
338,"01-02-28:00:00",1,"BMAC",0.21,"EFAP FB"
339,"01-02-28:00:00",1,"BMAC",0.26,"EFAP FB"
340,"01-02-28:00:00",1,"BMAC",0,"EFAP"
341,"01-02-28:00:00",2,"BMAC",0,"EFAP"
342,"00-08-23:00:00",1,"BMAC",0,"EFAP"
343,"00-08-09:00:00",1,"BMAC",0,"EFAP"
344,"00-08-09:00:00",3,"BMAC",0,"EFAP"
345,"00-08-23:00:00",3,"BMAC",0,"EFAP"
346,"00-08-16:00:00",33,"BMAC",0,"EFAP"
347,"00-07-25:00:00",25,"BMAC",0,"EFAP"
348,"00-08-02:00:00",32,"BMAC",0,"EFAP"
349,"00-08-02:00:00",24,"BMAC",0,"EFAP"
350,"00-08-02:00:00",32,"BMAC",0.27,"EFAP FB"
351,"00-08-23:00:00",3,"BMAC",0.21,"EFAP FB"
352,"00-08-30:00:00",1,"BMAC",0.21,"EFAP FB"
353,"00-08-30:00:00",1,"BMAC",0.26,"EFAP FB"
354,"00-08-29:00:00",7,"BMAC",0.18,"Other"
355,"00-08-29:00:00",31,"BMAC",0,"Other"
356,"00-08-16:00:00",29,"Customer",0.18,"Other"
357,"00-08-09:00:00",2,"BMAC",0.18,"EFAP FB"
358,"00-08-09:00:00",2,"BMAC",0.21,"EFAP FB"
359,"00-08-09:00:00",2,"BMAC",0.26,"EFAP FB"
360,"00-08-09:00:00",2,"BMAC",0.27,"EFAP FB"
361,"00-08-09:00:00",3,"BMAC",0.18,"EFAP FB"
362,"00-08-09:00:00",3,"BMAC",0.21,"EFAP FB"
363,"00-08-09:00:00",3,"BMAC",0.26,"EFAP FB"
364,"00-08-09:00:00",3,"BMAC",0.27,"EFAP FB"
365,"00-08-09:00:00",1,"BMAC",0.18,"EFAP FB"
366,"00-08-09:00:00",1,"BMAC",0.21,"EFAP FB"
367,"00-08-09:00:00",1,"BMAC",0.26,"EFAP FB"
368,"00-08-09:00:00",1,"BMAC",0.27,"EFAP FB"
369,"00-08-09:00:00",27,"BMAC",0.18,"EFAP FB"
370,"00-08-09:00:00",27,"BMAC",0.21,"EFAP FB"
371,"00-08-09:00:00",27,"BMAC",0.26,"EFAP FB"
372,"00-08-09:00:00",27,"BMAC",0.27,"EFAP FB"
375,"01-03-07:00:00",32,"BMAC",0,"TEFAP"
376,"01-03-07:00:00",24,"BMAC",0,"TEFAP"
378,"01-03-07:00:00",32,"BMAC",0,"EFAP"
379,"01-03-07:00:00",24,"BMAC",0,"EFAP"
380,"01-03-07:00:00",46,"Customer",0,"TEFAP"
382,"01-03-14:00:00",1,"BMAC",0,"EFAP"
383,"01-03-14:00:00",1,"BMAC",,"EFAP FB"
384,"01-01-14:00:00",3,"BMAC",0,"EFAP FB"
385,"01-03-17:00:00",3,"BMAC",0,"EFAP"
386,"01-03-17:00:00",2,"BMAC",0,"EFAP"
387,"01-03-17:00:00",27,"BMAC",,"EFAP FB"
388,"01-03-17:00:00",1,"BMAC",0.26,"EFAP FB"
389,"01-03-14:00:00",1,"BMAC",0.21,"EFAP FB"
390,"01-02-12:00:00",33,"Customer",0.28,"EFAP FB"
391,"01-03-15:00:00",33,"BMAC",0,"EFAP"
392,"01-03-15:00:00",33,"BMAC",0,"TEFAP"
393,"01-03-21:00:00",33,"BMAC",0,"TEFAP"
394,"01-03-21:00:00",33,"BMAC",0,"EFAP"
395,"01-03-21:00:00",25,"BMAC",0,"TEFAP"
396,"01-03-21:00:00",25,"BMAC",0,"EFAP"
398,"01-03-21:00:00",25,"BMAC",0.21,"EFAP FB"
399,"01-03-21:00:00",25,"BMAC",0.28,"EFAP FB"
400,"01-03-21:00:00",25,"BMAC",0.26,"EFAP FB"
401,"01-03-21:00:00",25,"BMAC",0.19,"EFAP FB"
403,"01-03-22:00:00",36,"Other",0,"Other"
404,"01-03-22:00:00",36,"Other",0,"Other"
405,"01-03-28:00:00",3,"BMAC",0,"TEFAP"
406,"01-03-28:00:00",1,"BMAC",0,"TEFAP"
407,"01-03-28:00:00",2,"BMAC",0,"TEFAP"
408,"01-03-28:00:00",27,"BMAC",0,"TEFAP"
409,"01-03-28:00:00",3,"BMAC",0.21,"EFAP FB"
410,"01-03-28:00:00",1,"BMAC",0.21,"EFAP FB"
411,"01-03-28:00:00",1,"BMAC",0.26,"EFAP FB"
412,"01-03-28:00:00",1,"BMAC",0,"EFAP"
413,"01-03-28:00:00",2,"BMAC",0,"EFAP"
414,"01-03-27:00:00",27,"BMAC",0,"EFAP"
415,"01-03-27:00:00",27,"BMAC",0.21,"EFAP FB"
416,"01-03-27:00:00",27,"BMAC",0.26,"EFAP FB"
417,"01-03-27:00:00",27,"BMAC",0.28,"EFAP FB"
418,"01-03-27:00:00",27,"BMAC",0.19,"EFAP FB"
419,"01-03-27:00:00",7,"Customer",0,"Other"
420,"01-03-27:00:00",31,"Customer",0,"Other"
421,"01-03-29:00:00",8,"Customer",0.18,"Other"
422,"01-04-04:00:00",32,"BMAC",0,"TEFAP"
423,"00-04-04:00:00",24,"BMAC",0,"TEFAP"
425,"01-04-04:00:00",24,"BMAC",0,"EFAP"
426,"01-04-03:00:00",46,"Customer",0,"TEFAP"
427,"01-04-03:00:00",31,"Customer",0,"Other"
428,"01-04-03:00:00",43,"Other",0,"Other"
429,"01-04-04:00:00",2,"Customer",0,"EFAP"
430,"01-04-04:00:00",46,"Customer",0,"Other"
431,"01-04-11:00:00",1,"BMAC",0,"EFAP"
432,"01-04-11:00:00",2,"BMAC",0,"EFAP"
433,"01-04-11:00:00",3,"BMAC",0,"EFAP"
434,"01-04-11:00:00",27,"BMAC",0,"EFAP"
435,"01-04-11:00:00",1,"BMAC",0.21,"EFAP FB"
436,"01-04-11:00:00",2,"BMAC",0.27,"EFAP FB"
437,"01-04-11:00:00",1,"BMAC",0.27,"EFAP FB"
438,"01-04-11:00:00",2,"BMAC",0.21,"EFAP"
439,"01-04-11:00:00",7,"BMAC",0,"Other"
440,"01-04-18:00:00",25,"BMAC",0,"EFAP"
442,"01-04-18:00:00",33,"BMAC",0,"EFAP"
443,"01-04-18:00:00",33,"BMAC",0,"TEFAP"
445,"01-04-18:00:00",25,"BMAC",0,"TEFAP"
446,"01-04-17:00:00",7,"Customer",0,"TEFAP"
447,"01-04-17:00:00",7,"Customer",0,"EFAP"
448,"01-04-25:00:00",1,"BMAC",0,"TEFAP"
449,"01-04-25:00:00",3,"BMAC",0,"TEFAP"
450,"01-04-25:00:00",27,"BMAC",0,"TEFAP"
451,"01-04-25:00:00",2,"BMAC",0,"TEFAP"
452,"01-04-25:00:00",3,"BMAC",0,"EFAP"
453,"01-04-25:00:00",3,"BMAC",0.21,"EFAP FB"
454,"01-04-25:00:00",3,"BMAC",0.28,"EFAP FB"
455,"01-04-25:00:00",1,"BMAC",0,"EFAP"
456,"01-04-25:00:00",2,"BMAC",0,"EFAP"
457,"01-04-25:00:00",27,"BMAC",0,"EFAP"
458,"01-04-18:00:00",27,"BMAC",0,"TEFAP"
459,"01-04-18:00:00",2,"BMAC",0,"TEFAP"
460,"01-04-25:00:00",2,"BMAC",0.21,"EFAP FB"
461,"01-04-25:00:00",2,"BMAC",0.26,"EFAP FB"
463,"01-04-30:00:00",27,"BMAC",0,"TEFAP"
464,"01-04-30:00:00",2,"BMAC",0,"TEFAP"
465,"01-04-30:00:00",1,"BMAC",0,"TEFAP"
466,"01-05-02:00:00",24,"BMAC",0,"TEFAP"
467,"01-05-02:00:00",32,"BMAC",0,"TEFAP"
468,"01-05-02:00:00",32,"BMAC",0,"EFAP"
469,"01-05-02:00:00",32,"BMAC",0.26,"EFAP FB"
470,"01-05-02:00:00",24,"BMAC",0,"EFAP"
471,"01-05-01:00:00",46,"BMAC",0,"TEFAP"
472,"01-05-03:00:00",7,"Customer",0,"Other"
473,"01-05-03:00:00",31,"Customer",0,"Other"
474,"01-04-30:00:00",36,"Other",0,"Other"
475,"01-05-09:00:00",1,"BMAC",0,"EFAP"
476,"01-05-09:00:00",1,"BMAC",0.23,"EFAP FB"
477,"01-05-09:00:00",1,"BMAC",0.26,"EFAP FB"
479,"01-05-09:00:00",3,"BMAC",0,"EFAP"
480,"01-05-09:00:00",27,"BMAC",0,"EFAP"
481,"01-05-09:00:00",2,"BMAC",0,"EFAP"
482,"01-05-07:00:00",8,"Customer",0.18,"Other"
483,"01-05-08:00:00",7,"Customer",0,"TEFAP"
484,"01-05-16:00:00",33,"BMAC",0,"TEFAP"
485,"01-05-16:00:00",25,"BMAC",0,"TEFAP"
486,"01-05-16:00:00",33,"BMAC",0,"EFAP"
488,"01-05-06:00:00",25,"BMAC",0,"EFAP"
489,"01-05-21:00:00",2,"Customer",0,"TEFAP"
490,"01-05-21:00:00",42,"Customer",0,"TEFAP"
491,"01-05-23:00:00",3,"BMAC",0,"EFAP"
492,"01-05-23:00:00",3,"BMAC",0.21,"EFAP FB"
493,"01-05-23:00:00",3,"BMAC",0.27,"EFAP FB"
494,"01-05-23:00:00",3,"BMAC",0,"TEFAP"
495,"01-05-23:00:00",2,"BMAC",0,"EFAP"
496,"01-05-23:00:00",2,"BMAC",0.21,"EFAP FB"
497,"01-05-23:00:00",2,"BMAC",0.27,"EFAP FB"
498,"01-05-23:00:00",2,"BMAC",0.26,"EFAP FB"
499,"01-05-23:00:00",2,"BMAC",0,"TEFAP"
500,"01-05-23:00:00",1,"BMAC",0,"EFAP"
501,"01-05-23:00:00",1,"BMAC",0,"TEFAP"
502,"01-05-23:00:00",1,"BMAC",0.21,"EFAP FB"
503,"01-05-23:00:00",1,"BMAC",0.26,"EFAP FB"
504,"01-05-22:00:00",27,"BMAC",0,"EFAP"
505,"01-05-22:00:00",27,"BMAC",0.21,"EFAP FB"
506,"01-05-22:00:00",27,"BMAC",0.26,"EFAP FB"
507,"01-05-22:00:00",27,"BMAC",0.27,"EFAP FB"
508,"01-05-22:00:00",27,"BMAC",0,"TEFAP"
510,"01-05-30:00:00",3,"BMAC",0,"TEFAP"
511,"01-05-30:00:00",1,"BMAC",0,"TEFAP"
512,"01-05-30:00:00",2,"BMAC",0,"TEFAP"
513,"01-05-30:00:00",27,"BMAC",0,"TEFAP"
514,"01-05-29:00:00",2,"BMAC",0,"EFAP"
515,"01-05-29:00:00",1,"BMAC",0,"EFAP"
516,"01-05-29:00:00",42,"BMAC",0,"TEFAP"
518,"01-06-06:00:00",32,"BMAC",0,"TEFAP"
519,"01-06-06:00:00",24,"BMAC",0,"TEFAP"
520,"01-06-06:00:00",32,"BMAC",0,"EFAP"
521,"01-06-06:00:00",24,"BMAC",0,"EFAP"
522,"01-06-05:00:00",2,"BMAC",0,"EFAP"
523,"01-06-05:14:02",46,"Customer",0,"TEFAP"
524,"01-06-13:00:00",2,"BMAC",0,"EFAP"
527,"01-06-13:00:00",27,"BMAC",0,"EFAP"
528,"01-05-21:00:00",7,"Customer",0,"TEFAP"
529,"01-06-13:00:00",3,"BMAC",0,"EFAP"
530,"01-06-13:00:00",3,"BMAC",0,"TEFAP"
531,"01-06-13:00:00",3,"BMAC",0,"EFAP FB"
532,"01-06-13:00:00",2,"BMAC",0,"TEFAP"
533,"01-06-13:00:00",27,"BMAC",0,"TEFAP"
534,"01-06-13:00:00",1,"BMAC",0,"EFAP"
535,"01-06-13:00:00",1,"BMAC",0,"EFAP"
536,"01-06-13:00:00",1,"BMAC",0,"TEFAP"
537,"01-06-13:00:00",27,"BMAC",0,"EFAP"
538,"01-06-12:12:51",31,"Customer",0,"Other"
539,"01-05-21:00:00",7,"Customer",0,"TEFAP"
540,"01-05-21:00:00",42,"Customer",0,"TEFAP"
541,"01-05-22:00:00",7,"Customer",0,"TEFAP"
543,"01-06-20:00:00",33,"BMAC",0,"TEFAP"
544,"01-06-20:00:00",25,"BMAC",0,"TEFAP"
545,"01-06-20:00:00",33,"BMAC",0,"EFAP"
546,"01-06-20:00:00",25,"BMAC",0,"EFAP"
547,"01-06-18:14:13",2,"Customer",0,"EFAP"
548,"01-06-20:00:00",25,"BMAC",0.21,"EFAP FB"
549,"01-06-20:00:00",25,"BMAC",0.26,"EFAP FB"
550,"01-06-20:00:00",25,"BMAC",0.28,"EFAP FB"
551,"01-06-20:00:00",25,"BMAC",0.15,"EFAP FB"
552,"01-06-19:10:49",45,"Customer",0,"Other"
553,"01-06-19:11:21",31,"Customer",0,"Other"
554,"01-06-19:11:22",7,"Customer",0,"Other"
